site_id,vendor_id,site_region_Midwest,site_region_Northeast,site_region_South,site_region_West,site_ehr_Curve,site_ehr_Dentrix,site_ehr_Eaglesoft,site_ehr_OpenDental,site_ehr_Other,site_revenue_category,site_annual_revenue_normalized,site_tenure_months,vendor_category_Clearinghouse,vendor_category_IT_MSP,vendor_category_Lab,vendor_category_RCM,vendor_category_Scheduling,vendor_category_Supplies,vendor_category_Telephony,vendor_tier,vendor_monthly_price_normalized,vendor_dso_readiness_score,vendor_integration_count_total,vendor_integration_count_full_api,vendor_integration_count_partial_csv,integration_quality,peer_adoption_count_12m,months_since_last_switch_category,site_days_ar_trend_6m,site_denial_rate_trend_6m,label
S005,V011,False,True,False,False,False,False,False,False,True,0,0.10919920582395765,65,False,False,False,False,True,False,False,2,0.024096385542168676,0,6,6,0,2,1,12,-0.3500000000000001,0.17399999999999993,1
S005,V014,False,True,False,False,False,False,False,False,True,0,0.10919920582395765,65,True,False,False,False,False,False,False,2,0.0,0,6,4,2,1,0,12,-0.3500000000000001,0.17399999999999993,1
S005,V018,False,True,False,False,False,False,False,False,True,0,0.10919920582395765,65,False,True,False,False,False,False,False,1,0.0963855421686747,0,4,0,0,1,0,12,-0.3500000000000001,0.17399999999999993,1
S005,V020,False,True,False,False,False,False,False,False,True,0,0.10919920582395765,65,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,0,12,-0.3500000000000001,0.17399999999999993,1
S006,V004,False,True,False,False,False,True,False,False,False,1,0.4457313037723362,72,False,False,True,False,False,False,False,2,0.9397590361445783,0,5,0,5,1,1,-37,0.1830000000000001,0.10799999999999989,1
S006,V005,False,True,False,False,False,True,False,False,False,1,0.4457313037723362,72,False,False,False,True,False,False,False,2,0.27710843373493976,0,5,3,2,2,1,20,0.1830000000000001,0.10799999999999989,1
S006,V008,False,True,False,False,False,True,False,False,False,1,0.4457313037723362,72,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,2,12,0.1830000000000001,0.10799999999999989,1
S006,V012,False,True,False,False,False,True,False,False,False,1,0.4457313037723362,72,False,False,False,False,True,False,False,3,0.03614457831325301,0,5,5,0,2,7,12,0.1830000000000001,0.10799999999999989,1
S006,V014,False,True,False,False,False,True,False,False,False,1,0.4457313037723362,72,True,False,False,False,False,False,False,2,0.0,0,6,4,2,1,5,-26,0.1830000000000001,0.10799999999999989,1
S006,V016,False,True,False,False,False,True,False,False,False,1,0.4457313037723362,72,False,True,False,False,False,False,False,2,0.1566265060240964,0,7,3,4,2,2,12,0.1830000000000001,0.10799999999999989,1
S006,V019,False,True,False,False,False,True,False,False,False,1,0.4457313037723362,72,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,3,-46,0.1830000000000001,0.10799999999999989,1
S007,V001,False,True,False,False,False,False,False,True,False,0,0.2898742554599603,71,False,False,True,False,False,False,False,2,0.9397590361445783,0,3,0,3,1,2,12,0.0889999999999998,0.14500000000000007,1
S007,V007,False,True,False,False,False,False,False,True,False,0,0.2898742554599603,71,False,False,False,True,False,False,False,1,0.21686746987951808,0,4,4,0,2,2,12,0.0889999999999998,0.14500000000000007,1
S007,V008,False,True,False,False,False,False,False,True,False,0,0.2898742554599603,71,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,1,12,0.0889999999999998,0.14500000000000007,1
S007,V012,False,True,False,False,False,False,False,True,False,0,0.2898742554599603,71,False,False,False,False,True,False,False,3,0.03614457831325301,0,5,5,0,2,0,12,0.0889999999999998,0.14500000000000007,1
S007,V014,False,True,False,False,False,False,False,True,False,0,0.2898742554599603,71,True,False,False,False,False,False,False,2,0.0,0,6,4,2,2,0,12,0.0889999999999998,0.14500000000000007,1
S007,V017,False,True,False,False,False,False,False,True,False,0,0.2898742554599603,71,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,2,2,12,0.0889999999999998,0.14500000000000007,1
S007,V020,False,True,False,False,False,False,False,True,False,0,0.2898742554599603,71,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,1,12,0.0889999999999998,0.14500000000000007,1
S008,V001,True,False,False,False,False,False,True,False,False,2,0.599272005294507,65,False,False,True,False,False,False,False,2,0.9397590361445783,0,3,0,3,1,1,-50,-0.1880000000000005,-0.05100000000000018,1
S008,V007,True,False,False,False,False,False,True,False,False,2,0.599272005294507,65,False,False,False,True,False,False,False,1,0.21686746987951808,0,4,4,0,2,1,12,-0.1880000000000005,-0.05100000000000018,1
S008,V010,True,False,False,False,False,False,True,False,False,2,0.599272005294507,65,False,False,False,False,False,False,True,1,0.024096385542168676,0,6,6,0,2,0,12,-0.1880000000000005,-0.05100000000000018,1
S008,V013,True,False,False,False,False,False,True,False,False,2,0.599272005294507,65,False,False,False,False,True,False,False,1,0.012048192771084338,0,7,7,0,2,1,-33,-0.1880000000000005,-0.05100000000000018,1
S008,V015,True,False,False,False,False,False,True,False,False,2,0.599272005294507,65,True,False,False,False,False,False,False,2,0.0,0,5,0,5,1,2,12,-0.1880000000000005,-0.05100000000000018,1
S008,V017,True,False,False,False,False,False,True,False,False,2,0.599272005294507,65,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,2,0,-51,-0.1880000000000005,-0.05100000000000018,1
S008,V020,True,False,False,False,False,False,True,False,False,2,0.599272005294507,65,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,0,-20,-0.1880000000000005,-0.05100000000000018,1
S009,V001,False,False,False,True,False,True,False,False,False,0,0.2690271343481138,73,False,False,True,False,False,False,False,2,0.9397590361445783,0,3,0,3,1,1,12,1.3250000000000004,-0.01900000000000005,1
S009,V005,False,False,False,True,False,True,False,False,False,0,0.2690271343481138,73,False,False,False,True,False,False,False,2,0.27710843373493976,0,5,3,2,1,2,12,1.3250000000000004,-0.01900000000000005,1
S009,V008,False,False,False,True,False,True,False,False,False,0,0.2690271343481138,73,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,5,12,1.3250000000000004,-0.01900000000000005,1
S009,V012,False,False,False,True,False,True,False,False,False,0,0.2690271343481138,73,False,False,False,False,True,False,False,3,0.03614457831325301,0,5,5,0,2,3,12,1.3250000000000004,-0.01900000000000005,1
S009,V014,False,False,False,True,False,True,False,False,False,0,0.2690271343481138,73,True,False,False,False,False,False,False,2,0.0,0,6,4,2,1,3,12,1.3250000000000004,-0.01900000000000005,1
S009,V016,False,False,False,True,False,True,False,False,False,0,0.2690271343481138,73,False,True,False,False,False,False,False,2,0.1566265060240964,0,7,3,4,2,3,12,1.3250000000000004,-0.01900000000000005,1
S009,V020,False,False,False,True,False,True,False,False,False,0,0.2690271343481138,73,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,6,12,1.3250000000000004,-0.01900000000000005,1
S010,V002,False,False,False,True,False,True,False,False,False,1,0.385837193911317,71,False,False,True,False,False,False,False,3,1.0,0,3,0,3,1,2,12,0.7040000000000006,0.15099999999999977,1
S010,V006,False,False,False,True,False,True,False,False,False,1,0.385837193911317,71,False,False,False,True,False,False,False,3,0.3373493975903614,0,5,2,3,1,0,36,0.7040000000000006,0.15099999999999977,1
S010,V009,False,False,False,True,False,True,False,False,False,1,0.385837193911317,71,False,False,False,False,False,False,True,2,0.04819277108433735,0,8,8,0,2,1,12,0.7040000000000006,0.15099999999999977,1
S010,V011,False,False,False,True,False,True,False,False,False,1,0.385837193911317,71,False,False,False,False,True,False,False,2,0.024096385542168676,0,6,6,0,2,2,12,0.7040000000000006,0.15099999999999977,1
S010,V015,False,False,False,True,False,True,False,False,False,1,0.385837193911317,71,True,False,False,False,False,False,False,2,0.0,0,5,0,5,1,4,-17,0.7040000000000006,0.15099999999999977,1
S010,V016,False,False,False,True,False,True,False,False,False,1,0.385837193911317,71,False,True,False,False,False,False,False,2,0.1566265060240964,0,7,3,4,2,3,-20,0.7040000000000006,0.15099999999999977,1
S010,V020,False,False,False,True,False,True,False,False,False,1,0.385837193911317,71,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,6,12,0.7040000000000006,0.15099999999999977,1
S011,V004,False,True,False,False,False,True,False,False,False,1,0.515221707478491,66,False,False,True,False,False,False,False,2,0.9397590361445783,0,5,0,5,1,1,12,0.49100000000000005,0.3059999999999998,1
S011,V005,False,True,False,False,False,True,False,False,False,1,0.515221707478491,66,False,False,False,True,False,False,False,2,0.27710843373493976,0,5,3,2,1,3,-2,0.49100000000000005,0.3059999999999998,1
S011,V008,False,True,False,False,False,True,False,False,False,1,0.515221707478491,66,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,2,12,0.49100000000000005,0.3059999999999998,1
S011,V013,False,True,False,False,False,True,False,False,False,1,0.515221707478491,66,False,False,False,False,True,False,False,1,0.012048192771084338,0,7,7,0,2,0,12,0.49100000000000005,0.3059999999999998,1
S011,V015,False,True,False,False,False,True,False,False,False,1,0.515221707478491,66,True,False,False,False,False,False,False,2,0.0,0,5,0,5,1,4,12,0.49100000000000005,0.3059999999999998,1
S011,V017,False,True,False,False,False,True,False,False,False,1,0.515221707478491,66,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,2,5,12,0.49100000000000005,0.3059999999999998,1
S011,V020,False,True,False,False,False,True,False,False,False,1,0.515221707478491,66,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,6,12,0.49100000000000005,0.3059999999999998,1
S012,V001,True,False,False,False,False,True,False,False,False,2,0.6025810721376572,64,False,False,True,False,False,False,False,2,0.9397590361445783,0,3,0,3,1,0,12,0.6529999999999999,0.11299999999999998,1
S012,V006,True,False,False,False,False,True,False,False,False,2,0.6025810721376572,64,False,False,False,True,False,False,False,3,0.3373493975903614,0,5,2,3,0,0,48,0.6529999999999999,0.11299999999999998,1
S012,V008,True,False,False,False,False,True,False,False,False,2,0.6025810721376572,64,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,2,-51,0.6529999999999999,0.11299999999999998,1
S012,V013,True,False,False,False,False,True,False,False,False,2,0.6025810721376572,64,False,False,False,False,True,False,False,1,0.012048192771084338,0,7,7,0,2,2,12,0.6529999999999999,0.11299999999999998,1
S012,V015,True,False,False,False,False,True,False,False,False,2,0.6025810721376572,64,True,False,False,False,False,False,False,2,0.0,0,5,0,5,1,5,12,0.6529999999999999,0.11299999999999998,1
S012,V016,True,False,False,False,False,True,False,False,False,2,0.6025810721376572,64,False,True,False,False,False,False,False,2,0.1566265060240964,0,7,3,4,2,3,12,0.6529999999999999,0.11299999999999998,1
S012,V019,True,False,False,False,False,True,False,False,False,2,0.6025810721376572,64,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,6,12,0.6529999999999999,0.11299999999999998,1
S013,V002,True,False,False,False,False,False,False,False,True,0,0.20946393117140966,65,False,False,True,False,False,False,False,3,1.0,0,3,0,3,1,1,0,0.305,0.16599999999999998,1
S013,V005,True,False,False,False,False,False,False,False,True,0,0.20946393117140966,65,False,False,False,True,False,False,False,2,0.27710843373493976,0,5,3,2,2,1,-16,0.305,0.16599999999999998,1
S013,V009,True,False,False,False,False,False,False,False,True,0,0.20946393117140966,65,False,False,False,False,False,False,True,2,0.04819277108433735,0,8,8,0,2,1,12,0.305,0.16599999999999998,1
S013,V012,True,False,False,False,False,False,False,False,True,0,0.20946393117140966,65,False,False,False,False,True,False,False,3,0.03614457831325301,0,5,5,0,2,0,12,0.305,0.16599999999999998,1
S013,V015,True,False,False,False,False,False,False,False,True,0,0.20946393117140966,65,True,False,False,False,False,False,False,2,0.0,0,5,0,5,1,1,-50,0.305,0.16599999999999998,1
S013,V017,True,False,False,False,False,False,False,False,True,0,0.20946393117140966,65,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,1,2,12,0.305,0.16599999999999998,1
S013,V019,True,False,False,False,False,False,False,False,True,0,0.20946393117140966,65,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,2,-10,0.305,0.16599999999999998,1
S014,V003,False,True,False,False,True,False,False,False,False,1,0.34513567174056914,70,False,False,True,False,False,False,False,1,0.8795180722891566,0,2,0,2,1,0,-1,0.8130000000000003,0.023000000000000048,1
S014,V006,False,True,False,False,True,False,False,False,False,1,0.34513567174056914,70,False,False,False,True,False,False,False,3,0.3373493975903614,0,5,2,3,2,3,12,0.8130000000000003,0.023000000000000048,1
S014,V009,False,True,False,False,True,False,False,False,False,1,0.34513567174056914,70,False,False,False,False,False,False,True,2,0.04819277108433735,0,8,8,0,2,1,12,0.8130000000000003,0.023000000000000048,1
S014,V013,False,True,False,False,True,False,False,False,False,1,0.34513567174056914,70,False,False,False,False,True,False,False,1,0.012048192771084338,0,7,7,0,2,1,12,0.8130000000000003,0.023000000000000048,1
S014,V014,False,True,False,False,True,False,False,False,False,1,0.34513567174056914,70,True,False,False,False,False,False,False,2,0.0,0,6,4,2,2,4,-54,0.8130000000000003,0.023000000000000048,1
S014,V017,False,True,False,False,True,False,False,False,False,1,0.34513567174056914,70,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,2,3,12,0.8130000000000003,0.023000000000000048,1
S014,V019,False,True,False,False,True,False,False,False,False,1,0.34513567174056914,70,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,3,-47,0.8130000000000003,0.023000000000000048,1
S015,V001,False,True,False,False,False,False,True,False,False,1,0.32064857710125744,64,False,False,True,False,False,False,False,2,0.9397590361445783,0,3,0,3,1,2,-45,-0.12799999999999978,0.07499999999999991,1
S015,V005,False,True,False,False,False,False,True,False,False,1,0.32064857710125744,64,False,False,False,True,False,False,False,2,0.27710843373493976,0,5,3,2,2,2,12,-0.12799999999999978,0.07499999999999991,1
S015,V008,False,True,False,False,False,False,True,False,False,1,0.32064857710125744,64,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,1,-40,-0.12799999999999978,0.07499999999999991,1
S015,V012,False,True,False,False,False,False,True,False,False,1,0.32064857710125744,64,False,False,False,False,True,False,False,3,0.03614457831325301,0,5,5,0,2,1,7,-0.12799999999999978,0.07499999999999991,1
S015,V014,False,True,False,False,False,False,True,False,False,1,0.32064857710125744,64,True,False,False,False,False,False,False,2,0.0,0,6,4,2,2,2,12,-0.12799999999999978,0.07499999999999991,1
S015,V017,False,True,False,False,False,False,True,False,False,1,0.32064857710125744,64,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,2,2,12,-0.12799999999999978,0.07499999999999991,1
S015,V020,False,True,False,False,False,False,True,False,False,1,0.32064857710125744,64,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,3,12,-0.12799999999999978,0.07499999999999991,1
S016,V002,False,True,False,False,True,False,False,False,False,0,0.29119788219722037,70,False,False,True,False,False,False,False,3,1.0,0,3,0,3,1,2,12,-0.06899999999999953,-0.012999999999999977,1
S016,V006,False,True,False,False,True,False,False,False,False,0,0.29119788219722037,70,False,False,False,True,False,False,False,3,0.3373493975903614,0,5,2,3,2,3,12,-0.06899999999999953,-0.012999999999999977,1
S016,V009,False,True,False,False,True,False,False,False,False,0,0.29119788219722037,70,False,False,False,False,False,False,True,2,0.04819277108433735,0,8,8,0,2,1,12,-0.06899999999999953,-0.012999999999999977,1
S016,V011,False,True,False,False,True,False,False,False,False,0,0.29119788219722037,70,False,False,False,False,True,False,False,2,0.024096385542168676,0,6,6,0,2,1,12,-0.06899999999999953,-0.012999999999999977,1
S016,V014,False,True,False,False,True,False,False,False,False,0,0.29119788219722037,70,True,False,False,False,False,False,False,2,0.0,0,6,4,2,2,4,12,-0.06899999999999953,-0.012999999999999977,1
S016,V017,False,True,False,False,True,False,False,False,False,0,0.29119788219722037,70,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,2,3,12,-0.06899999999999953,-0.012999999999999977,1
S016,V019,False,True,False,False,True,False,False,False,False,0,0.29119788219722037,70,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,3,12,-0.06899999999999953,-0.012999999999999977,1
S017,V004,False,False,True,False,True,False,False,False,False,2,0.8659827928524156,69,False,False,True,False,False,False,False,2,0.9397590361445783,0,5,0,5,1,0,48,0.6329999999999998,0.112,1
S017,V006,False,False,True,False,True,False,False,False,False,2,0.8659827928524156,69,False,False,False,True,False,False,False,3,0.3373493975903614,0,5,2,3,2,0,12,0.6329999999999998,0.112,1
S017,V009,False,False,True,False,True,False,False,False,False,2,0.8659827928524156,69,False,False,False,False,False,False,True,2,0.04819277108433735,0,8,8,0,2,1,12,0.6329999999999998,0.112,1
S017,V013,False,False,True,False,True,False,False,False,False,2,0.8659827928524156,69,False,False,False,False,True,False,False,1,0.012048192771084338,0,7,7,0,2,1,12,0.6329999999999998,0.112,1
S017,V015,False,False,True,False,True,False,False,False,False,2,0.8659827928524156,69,True,False,False,False,False,False,False,2,0.0,0,5,0,5,1,2,12,0.6329999999999998,0.112,1
S017,V016,False,False,True,False,True,False,False,False,False,2,0.8659827928524156,69,False,True,False,False,False,False,False,2,0.1566265060240964,0,7,3,4,1,2,12,0.6329999999999998,0.112,1
S017,V020,False,False,True,False,True,False,False,False,False,2,0.8659827928524156,69,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,2,12,0.6329999999999998,0.112,1
S018,V002,False,False,True,False,False,True,False,False,False,1,0.4927200529450695,64,False,False,True,False,False,False,False,3,1.0,0,3,0,3,1,4,12,0.4760000000000002,0.18,1
S018,V007,False,False,True,False,False,True,False,False,False,1,0.4927200529450695,64,False,False,False,True,False,False,False,1,0.21686746987951808,0,4,4,0,1,3,12,0.4760000000000002,0.18,1
S018,V010,False,False,True,False,False,True,False,False,False,1,0.4927200529450695,64,False,False,False,False,False,False,True,1,0.024096385542168676,0,6,6,0,2,2,12,0.4760000000000002,0.18,1
S018,V011,False,False,True,False,False,True,False,False,False,1,0.4927200529450695,64,False,False,False,False,True,False,False,2,0.024096385542168676,0,6,6,0,2,6,12,0.4760000000000002,0.18,1
S018,V014,False,False,True,False,False,True,False,False,False,1,0.4927200529450695,64,True,False,False,False,False,False,False,2,0.0,0,6,4,2,1,8,12,0.4760000000000002,0.18,1
S018,V016,False,False,True,False,False,True,False,False,False,1,0.4927200529450695,64,False,True,False,False,False,False,False,2,0.1566265060240964,0,7,3,4,2,7,-30,0.4760000000000002,0.18,1
S018,V019,False,False,True,False,False,True,False,False,False,1,0.4927200529450695,64,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,8,12,0.4760000000000002,0.18,1
S019,V004,False,False,True,False,True,False,False,False,False,0,0.20119126406353408,65,False,False,True,False,False,False,False,2,0.9397590361445783,0,5,0,5,1,2,12,0.10100000000000009,-0.045000000000000116,1
S019,V007,False,False,True,False,True,False,False,False,False,0,0.20119126406353408,65,False,False,False,True,False,False,False,1,0.21686746987951808,0,4,4,0,2,1,12,0.10100000000000009,-0.045000000000000116,1
S019,V008,False,False,True,False,True,False,False,False,False,0,0.20119126406353408,65,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,1,12,0.10100000000000009,-0.045000000000000116,1
S019,V012,False,False,True,False,True,False,False,False,False,0,0.20119126406353408,65,False,False,False,False,True,False,False,3,0.03614457831325301,0,5,5,0,2,0,12,0.10100000000000009,-0.045000000000000116,1
S019,V014,False,False,True,False,True,False,False,False,False,0,0.20119126406353408,65,True,False,False,False,False,False,False,2,0.0,0,6,4,2,2,1,12,0.10100000000000009,-0.045000000000000116,1
S019,V016,False,False,True,False,True,False,False,False,False,0,0.20119126406353408,65,False,True,False,False,False,False,False,2,0.1566265060240964,0,7,3,4,1,2,12,0.10100000000000009,-0.045000000000000116,1
S019,V019,False,False,True,False,True,False,False,False,False,0,0.20119126406353408,65,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,1,12,0.10100000000000009,-0.045000000000000116,1
S020,V002,False,False,True,False,False,False,False,True,False,2,0.6158173395102581,62,False,False,True,False,False,False,False,3,1.0,0,3,0,3,1,1,-42,1.059,0.11100000000000003,1
S020,V007,False,False,True,False,False,False,False,True,False,2,0.6158173395102581,62,False,False,False,True,False,False,False,1,0.21686746987951808,0,4,4,0,2,0,48,1.059,0.11100000000000003,1
S020,V008,False,False,True,False,False,False,False,True,False,2,0.6158173395102581,62,False,False,False,False,False,False,True,3,0.07228915662650602,0,10,10,0,2,4,12,1.059,0.11100000000000003,1
S020,V012,False,False,True,False,False,False,False,True,False,2,0.6158173395102581,62,False,False,False,False,True,False,False,3,0.03614457831325301,0,5,5,0,2,3,12,1.059,0.11100000000000003,1
S020,V015,False,False,True,False,False,False,False,True,False,2,0.6158173395102581,62,True,False,False,False,False,False,False,2,0.0,0,5,0,5,1,3,12,1.059,0.11100000000000003,1
S020,V017,False,False,True,False,False,False,False,True,False,2,0.6158173395102581,62,False,True,False,False,False,False,False,3,0.21686746987951808,0,6,6,0,2,2,12,1.059,0.11100000000000003,1
S020,V020,False,False,True,False,False,False,False,True,False,2,0.6158173395102581,62,False,False,False,False,False,True,False,2,0.12048192771084337,0,5,0,5,1,3,12,1.059,0.11100000000000003,1
S021,V004,False,False,False,True,True,False,False,False,False,2,0.9920582395764395,65,False,False,True,False,False,False,False,2,0.9397590361445783,0,5,0,5,1,0,-22,1.0119999999999996,-0.04700000000000008,1
